BestellID,Bestelldatum,Bestellart,Lieferant,Artikelnummer,Artikelbeschreibung,Menge,Einheit,PreisProEinheit,Bestellstatus,GeplantesLieferdatum,TatsächlichesLieferdatum,AktuellerLagerbestand,Engpass,KritischSeit,Gesamtpreis,Lieferdauer,JahrMonat,Kategorie
2450,2023-06-23,Standardbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,52,Stück,137.49,Teilgeliefert,2023-06-30,2023-07-02,2,True,2023-06-29,7149.4800000000005,9,2023-06,Sonstiges
2451,2024-04-14,Standardbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,179,Stück,99.11,Geliefert,2024-04-19,2024-04-21,5,True,2024-05-13,17740.69,7,2024-04,Sonstiges
2452,2023-11-02,Standardbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,26,Stück,16.45,Offen,2023-11-07,2023-11-05,4,True,2023-11-15,427.7,3,2023-11,Sonstiges
2453,2023-03-15,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,136,Stück,140.46,Teilgeliefert,2023-03-23,2023-03-21,8,True,2023-03-25,19102.56,6,2023-03,Bremsen
2454,2024-03-09,Eilbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,160,Stück,87.33,Offen,2024-03-16,2024-03-18,19,True,2024-03-18,13972.8,9,2024-03,Sonstiges
2455,2023-09-16,Standardbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,136,Stück,49.71,Geliefert,2023-09-21,2023-09-19,13,True,2023-10-11,6760.56,3,2023-09,Sonstiges
2456,2023-06-11,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,115,Stück,53.34,Geliefert,2023-06-14,2023-06-12,15,True,2023-06-21,6134.1,1,2023-06,Bremsen
2457,2023-07-08,Standardbestellung,Shimano GmbH,SH-CN-HG601,Kette CN-HG601 11-fach,107,Stück,148.28,Geliefert,2023-07-16,2023-07-15,74,False,,15865.960000000001,7,2023-07,Antrieb
2458,2024-02-17,Eilbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,56,Stück,29.43,Offen,2024-02-24,2024-02-25,212,False,,1648.08,8,2024-02,Sonstiges
2459,2024-01-07,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,22,Stück,76.88,Offen,2024-01-10,2024-01-09,7,True,2024-01-12,1691.36,2,2024-01,Sonstiges
2460,2023-01-31,Eilbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,124,Stück,132.7,Offen,2023-02-09,2023-02-07,4,True,2023-02-12,16454.8,7,2023-01,Sonstiges
2461,2023-02-27,Eilbestellung,Continental AG,CO-RE-RACE,Fahrradreifen Race King 2.2,148,Stück,146.11,Geliefert,2023-03-06,2023-03-08,231,False,,21624.280000000002,9,2023-02,Sonstiges
2462,2023-06-28,Standardbestellung,Continental AG,CO-TU-RACE,Fahrradschlauch Race 28,16,Stück,53.3,Geliefert,2023-07-05,2023-07-08,6,True,2023-07-15,852.8,10,2023-06,Sonstiges
2463,2023-08-13,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,43,Stück,16.24,Geliefert,2023-08-16,2023-08-19,13,True,2023-09-06,698.3199999999999,6,2023-08,Sonstiges
2464,2023-12-28,Standardbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,61,Stück,40.25,Offen,2024-01-01,2023-12-30,173,False,,2455.25,2,2023-12,Sonstiges
2465,2023-10-08,Standardbestellung,Continental AG,CO-RE-ATTACK,Fahrradreifen Grand Prix Attack III,32,Stück,92.61,Offen,2023-10-18,2023-10-19,300,False,,2963.52,11,2023-10,Sonstiges
2466,2024-02-07,Standardbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,93,Stück,123.12,Offen,2024-02-11,2024-02-09,67,False,,11450.16,2,2024-02,Sonstiges
2467,2023-08-21,Eilbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,186,Stück,142.59,Offen,2023-08-26,2023-08-29,287,False,,26521.74,8,2023-08,Sonstiges
2468,2023-07-31,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,62,Stück,75.25,Offen,2023-08-09,2023-08-11,4,True,2023-08-15,4665.5,11,2023-07,Bremsen
2469,2024-03-16,Standardbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,18,Stück,11.05,Geliefert,2024-03-23,2024-03-25,2,True,2024-04-01,198.9,9,2024-03,Sonstiges
2470,2023-06-12,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,33,Stück,10.16,Teilgeliefert,2023-06-17,2023-06-20,223,False,,335.28000000000003,8,2023-06,Sonstiges
2471,2024-02-22,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,171,Stück,16.76,Geliefert,2024-03-02,2024-03-05,138,False,,2865.9600000000005,12,2024-02,Sonstiges
2472,2023-12-09,Eilbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,102,Stück,92.32,Offen,2023-12-12,2023-12-13,228,False,,9416.64,4,2023-12,Sonstiges
2473,2023-02-20,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,146,Stück,142.99,Teilgeliefert,2023-02-24,2023-02-25,137,False,,20876.54,5,2023-02,Sonstiges
2474,2024-03-18,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,70,Stück,104.95,Offen,2024-03-25,2024-03-23,55,False,,7346.5,5,2024-03,Sonstiges
2475,2023-06-16,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,86,Stück,14.19,Geliefert,2023-06-23,2023-06-24,6,True,2023-06-25,1220.34,8,2023-06,Sonstiges
2476,2023-12-12,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,101,Stück,43.16,Geliefert,2023-12-18,2023-12-19,88,False,,4359.16,7,2023-12,Sonstiges
2477,2023-10-22,Standardbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,186,Stück,44.85,Offen,2023-11-01,2023-10-31,11,True,2023-11-09,8342.1,9,2023-10,Sonstiges
2478,2023-07-26,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,51,Stück,117.09,Teilgeliefert,2023-08-01,2023-07-31,20,True,2023-08-17,5971.59,5,2023-07,Sonstiges
2479,2023-01-22,Standardbestellung,Continental AG,CO-RE-RACE,Fahrradreifen Race King 2.2,46,Stück,15.68,Geliefert,2023-01-25,2023-01-27,248,False,,721.28,5,2023-01,Sonstiges
2480,2024-02-19,Eilbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,180,Stück,145.74,Teilgeliefert,2024-02-29,2024-03-01,141,False,,26233.2,11,2024-02,Antrieb
2481,2024-02-07,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,137,Stück,84.95,Offen,2024-02-16,2024-02-16,146,False,,11638.15,9,2024-02,Sonstiges
2482,2024-03-25,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,163,Stück,82.38,Teilgeliefert,2024-03-28,2024-03-31,176,False,,13427.939999999999,6,2024-03,Sonstiges
2483,2023-04-15,Eilbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,21,Stück,83.7,Offen,2023-04-23,2023-04-24,266,False,,1757.7,9,2023-04,Sonstiges
2484,2023-03-12,Standardbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,12,Stück,26.49,Teilgeliefert,2023-03-19,2023-03-21,10,True,2023-03-29,317.88,9,2023-03,Sonstiges
2485,2023-08-21,Eilbestellung,SRAM Corporation,SR-CN-NX12,Kette NX Eagle 12-fach,149,Stück,47.67,Geliefert,2023-08-29,2023-09-01,241,False,,7102.83,11,2023-08,Antrieb
2486,2023-08-20,Eilbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,107,Stück,37.02,Offen,2023-08-24,2023-08-22,18,True,2023-09-03,3961.1400000000003,2,2023-08,Sonstiges
2487,2023-11-13,Eilbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,124,Stück,10.96,Geliefert,2023-11-21,2023-11-19,57,False,,1359.0400000000002,6,2023-11,Sonstiges
2488,2023-07-07,Eilbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,50,Stück,50.75,Teilgeliefert,2023-07-15,2023-07-14,18,True,2023-07-24,2537.5,7,2023-07,Sonstiges
2489,2023-04-22,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,102,Stück,84.51,Geliefert,2023-04-26,2023-04-26,11,True,2023-05-05,8620.02,4,2023-04,Sonstiges
2490,2023-07-19,Standardbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,87,Stück,77.78,Teilgeliefert,2023-07-27,2023-07-29,153,False,,6766.86,10,2023-07,Sonstiges
2491,2024-04-10,Standardbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,36,Stück,79.99,Geliefert,2024-04-17,2024-04-20,255,False,,2879.64,10,2024-04,Sonstiges
2492,2024-05-13,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,182,Stück,36.73,Geliefert,2024-05-18,2024-05-19,20,True,2024-05-27,6684.86,6,2024-05,Sonstiges
2493,2024-01-21,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,122,Stück,142.64,Offen,2024-01-27,2024-01-29,7,True,2024-02-09,17402.079999999998,8,2024-01,Sonstiges
2494,2024-02-17,Standardbestellung,Continental AG,CO-TU-MTB,Fahrradschlauch MTB 26/27.5/29,112,Stück,27.87,Geliefert,2024-02-22,2024-02-25,51,False,,3121.44,8,2024-02,Sonstiges
2495,2023-06-20,Eilbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,35,Stück,48.76,Offen,2023-06-28,2023-06-29,14,True,2023-06-28,1706.6,9,2023-06,Sonstiges
2496,2023-12-24,Standardbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,190,Stück,62.14,Geliefert,2023-12-31,2024-01-01,13,True,2024-01-23,11806.6,8,2023-12,Sonstiges
2497,2023-11-24,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,11,Stück,38.71,Geliefert,2023-11-29,2023-11-27,9,True,2023-12-18,425.81,3,2023-11,Bremsen
2498,2024-05-06,Standardbestellung,Shimano GmbH,SH-FH-M820,Hinterradnabe Saint FH-M820,140,Stück,106.29,Offen,2024-05-14,2024-05-17,156,False,,14880.6,11,2024-05,Sonstiges
2499,2024-02-03,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,20,Stück,94.92,Teilgeliefert,2024-02-07,2024-02-10,5,True,2024-02-24,1898.4,7,2024-02,Antrieb
2500,2023-01-06,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,49,Stück,125.35,Offen,2023-01-15,2023-01-18,4,True,2023-01-22,6142.15,12,2023-01,Bremsen
2501,2023-07-08,Eilbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,52,Stück,95.38,Geliefert,2023-07-15,2023-07-13,3,True,2023-08-05,4959.76,5,2023-07,Sonstiges
2502,2024-02-07,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,65,Stück,48.99,Teilgeliefert,2024-02-12,2024-02-10,11,True,2024-02-27,3184.35,3,2024-02,Sonstiges
2503,2023-06-28,Standardbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,195,Stück,123.95,Teilgeliefert,2023-07-01,2023-07-01,6,True,2023-07-25,24170.25,3,2023-06,Sonstiges
2504,2024-03-26,Eilbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,196,Stück,74.85,Teilgeliefert,2024-03-30,2024-03-31,91,False,,14670.599999999999,5,2024-03,Sonstiges
2505,2024-02-14,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,123,Stück,26.89,Offen,2024-02-18,2024-02-18,269,False,,3307.4700000000003,4,2024-02,Bremsen
2506,2024-03-30,Eilbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,187,Stück,47.92,Teilgeliefert,2024-04-09,2024-04-07,13,True,2024-04-07,8961.04,8,2024-03,Sonstiges
2507,2023-04-28,Standardbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,102,Stück,14.53,Teilgeliefert,2023-05-07,2023-05-06,19,True,2023-05-07,1482.06,8,2023-04,Sonstiges
2508,2024-03-01,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,108,Stück,79.52,Offen,2024-03-07,2024-03-06,17,True,2024-03-24,8588.16,5,2024-03,Sonstiges
2509,2023-11-26,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,11,Stück,102.38,Geliefert,2023-12-01,2023-12-01,3,True,2023-12-15,1126.1799999999998,5,2023-11,Bremsen
2510,2023-04-17,Standardbestellung,Selle Italia S.r.l.,SI-GR-EPICA,Fahrradgriffe Epica,137,Stück,89.62,Teilgeliefert,2023-04-22,2023-04-20,15,True,2023-05-05,12277.94,3,2023-04,Sonstiges
2511,2024-01-31,Eilbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,74,Stück,49.94,Teilgeliefert,2024-02-05,2024-02-04,2,True,2024-02-15,3695.56,4,2024-01,Sonstiges
2512,2023-12-10,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,165,Stück,95.42,Offen,2023-12-16,2023-12-14,0,True,2024-01-04,15744.300000000001,4,2023-12,Sonstiges
2513,2023-03-25,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,89,Stück,64.1,Geliefert,2023-03-31,2023-04-01,4,True,2023-04-05,5704.9,7,2023-03,Sonstiges
2514,2023-06-13,Eilbestellung,Continental AG,CO-TU-MTB,Fahrradschlauch MTB 26/27.5/29,153,Stück,148.63,Geliefert,2023-06-23,2023-06-25,243,False,,22740.39,12,2023-06,Sonstiges
2515,2023-08-27,Standardbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,52,Stück,136.02,Geliefert,2023-08-30,2023-08-31,120,False,,7073.040000000001,4,2023-08,Sonstiges
2516,2024-04-19,Eilbestellung,Shimano GmbH,SH-FH-M6110,Hinterradnabe Deore FH-M6110,95,Stück,64.79,Geliefert,2024-04-28,2024-04-30,250,False,,6155.05,11,2024-04,Sonstiges
2517,2023-11-10,Eilbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,152,Stück,94.01,Teilgeliefert,2023-11-19,2023-11-19,9,True,2023-11-23,14289.52,9,2023-11,Sonstiges
2518,2023-08-12,Eilbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,111,Stück,11.87,Geliefert,2023-08-17,2023-08-17,18,True,2023-08-17,1317.57,5,2023-08,Sonstiges
2519,2023-06-28,Standardbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,161,Stück,144.89,Offen,2023-07-08,2023-07-10,1,True,2023-07-09,23327.289999999997,12,2023-06,Sonstiges
2520,2023-05-17,Standardbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,55,Stück,134.96,Geliefert,2023-05-22,2023-05-25,9,True,2023-06-02,7422.8,8,2023-05,Sonstiges
2521,2024-03-28,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT4,Bremshebel MT4,18,Stück,94.36,Geliefert,2024-04-06,2024-04-05,1,True,2024-04-09,1698.48,8,2024-03,Bremsen
2522,2023-11-20,Eilbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,75,Stück,109.44,Teilgeliefert,2023-11-27,2023-11-27,2,True,2023-12-09,8208.0,7,2023-11,Antrieb
2523,2023-02-25,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,126,Stück,38.74,Teilgeliefert,2023-03-07,2023-03-09,183,False,,4881.240000000001,12,2023-02,Bremsen
2524,2023-11-14,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,161,Stück,138.34,Teilgeliefert,2023-11-17,2023-11-16,272,False,,22272.74,2,2023-11,Bremsen
2525,2023-01-06,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,118,Stück,40.99,Geliefert,2023-01-15,2023-01-16,3,True,2023-01-21,4836.820000000001,10,2023-01,Bremsen
2526,2023-06-01,Standardbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,114,Stück,55.79,Teilgeliefert,2023-06-09,2023-06-12,72,False,,6360.0599999999995,11,2023-06,Sonstiges
2527,2023-11-17,Eilbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,134,Stück,122.11,Offen,2023-11-23,2023-11-25,160,False,,16362.74,8,2023-11,Sonstiges
2528,2024-03-14,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT8,Bremshebel MT8,80,Stück,115.91,Offen,2024-03-17,2024-03-19,7,True,2024-03-20,9272.8,5,2024-03,Bremsen
2529,2023-06-20,Eilbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,45,Stück,148.9,Offen,2023-06-30,2023-06-30,141,False,,6700.5,10,2023-06,Sonstiges
2530,2023-08-13,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,162,Stück,10.14,Teilgeliefert,2023-08-20,2023-08-22,16,True,2023-08-31,1642.68,9,2023-08,Bremsen
2531,2023-12-12,Standardbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,167,Stück,60.75,Teilgeliefert,2023-12-17,2023-12-15,12,True,2023-12-26,10145.25,3,2023-12,Sonstiges
2532,2024-01-06,Standardbestellung,Selle Italia S.r.l.,SI-KI-NEPAL,Fahrradsattel Nepal,182,Stück,52.72,Teilgeliefert,2024-01-14,2024-01-12,4,True,2024-01-17,9595.039999999999,6,2024-01,Sonstiges
2533,2024-02-14,Standardbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,154,Stück,39.9,Teilgeliefert,2024-02-21,2024-02-23,160,False,,6144.599999999999,9,2024-02,Sonstiges
2534,2024-03-06,Standardbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,152,Stück,43.78,Teilgeliefert,2024-03-13,2024-03-11,108,False,,6654.56,5,2024-03,Antrieb
2535,2023-05-28,Standardbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,21,Stück,141.75,Geliefert,2023-06-07,2023-06-08,20,True,2023-06-21,2976.75,11,2023-05,Sonstiges
2536,2023-05-28,Eilbestellung,Selle Italia S.r.l.,SI-GR-EPICA,Fahrradgriffe Epica,99,Stück,74.65,Teilgeliefert,2023-06-04,2023-06-02,16,True,2023-06-15,7390.35,5,2023-05,Sonstiges
2537,2023-09-26,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,100,Stück,72.29,Offen,2023-10-02,2023-10-03,102,False,,7229.000000000001,7,2023-09,Sonstiges
2538,2023-05-12,Eilbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,46,Stück,14.35,Offen,2023-05-20,2023-05-18,183,False,,660.1,6,2023-05,Sonstiges
2539,2023-10-26,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,175,Stück,137.79,Offen,2023-11-03,2023-11-02,2,True,2023-11-03,24113.25,7,2023-10,Sonstiges
2540,2023-03-26,Standardbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,177,Stück,114.91,Teilgeliefert,2023-03-29,2023-03-29,220,False,,20339.07,3,2023-03,Sonstiges
2541,2023-10-12,Standardbestellung,Selle Italia S.r.l.,SI-KI-NEPAL,Fahrradsattel Nepal,138,Stück,36.7,Teilgeliefert,2023-10-21,2023-10-20,10,True,2023-10-28,5064.6,8,2023-10,Sonstiges
2542,2024-03-23,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,98,Stück,32.85,Teilgeliefert,2024-03-31,2024-03-29,13,True,2024-03-29,3219.3,6,2024-03,Bremsen
2543,2023-02-09,Eilbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,16,Stück,119.05,Offen,2023-02-19,2023-02-17,16,True,2023-02-19,1904.8,8,2023-02,Sonstiges
2544,2023-10-15,Eilbestellung,Selle Italia S.r.l.,SI-KI-NEPAL,Fahrradsattel Nepal,94,Stück,120.36,Geliefert,2023-10-19,2023-10-21,14,True,2023-11-02,11313.84,6,2023-10,Sonstiges
2545,2023-07-05,Eilbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,138,Stück,53.36,Teilgeliefert,2023-07-15,2023-07-16,181,False,,7363.68,11,2023-07,Sonstiges
2546,2023-09-12,Standardbestellung,Continental AG,CO-TU-S42,Fahrradschlauch S42 Presta Ventil,195,Stück,32.72,Teilgeliefert,2023-09-22,2023-09-21,7,True,2023-09-30,6380.4,9,2023-09,Sonstiges
2547,2024-04-11,Eilbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,84,Stück,113.19,Geliefert,2024-04-16,2024-04-14,220,False,,9507.96,3,2024-04,Sonstiges
2548,2023-08-17,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,112,Stück,37.32,Offen,2023-08-20,2023-08-22,3,True,2023-08-31,4179.84,5,2023-08,Bremsen
2549,2023-07-04,Eilbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,172,Stück,46.12,Teilgeliefert,2023-07-11,2023-07-10,291,False,,7932.639999999999,6,2023-07,Sonstiges
2550,2024-01-16,Eilbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,150,Stück,112.6,Offen,2024-01-19,2024-01-21,298,False,,16890.0,5,2024-01,Sonstiges
2551,2024-02-13,Standardbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,152,Stück,56.62,Geliefert,2024-02-23,2024-02-22,98,False,,8606.24,9,2024-02,Sonstiges
2552,2023-07-24,Eilbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,10,Stück,147.34,Geliefert,2023-08-02,2023-08-01,7,True,2023-08-12,1473.4,8,2023-07,Sonstiges
2553,2023-09-15,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT7,Bremshebel MT7,154,Stück,119.72,Offen,2023-09-24,2023-09-23,88,False,,18436.88,8,2023-09,Bremsen
2554,2023-10-27,Standardbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,176,Stück,53.92,Teilgeliefert,2023-11-04,2023-11-03,270,False,,9489.92,7,2023-10,Sonstiges
2555,2023-05-15,Standardbestellung,Continental AG,CO-TU-CITY,Fahrradschlauch City/Tour,20,Stück,65.9,Offen,2023-05-25,2023-05-27,1,True,2023-06-05,1318.0,12,2023-05,Sonstiges
2556,2023-12-24,Standardbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,127,Stück,38.83,Teilgeliefert,2023-12-30,2023-12-29,18,True,2024-01-07,4931.41,5,2023-12,Sonstiges
2557,2024-03-06,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,124,Stück,54.9,Offen,2024-03-16,2024-03-14,6,True,2024-03-15,6807.599999999999,8,2024-03,Bremsen
2558,2024-03-11,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,133,Stück,87.54,Teilgeliefert,2024-03-16,2024-03-16,4,True,2024-03-17,11642.820000000002,5,2024-03,Sonstiges
2559,2024-04-28,Eilbestellung,Selle Italia S.r.l.,SI-SA-NOVUS,Fahrradsattel Novus Boost Evo,193,Stück,42.31,Teilgeliefert,2024-05-06,2024-05-09,261,False,,8165.830000000001,11,2024-04,Sonstiges
2560,2024-04-27,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,143,Stück,149.29,Offen,2024-05-07,2024-05-05,1,True,2024-05-16,21348.469999999998,8,2024-04,Sonstiges
2561,2024-01-27,Eilbestellung,Selle Italia S.r.l.,SI-GR-EPICA,Fahrradgriffe Epica,34,Stück,101.93,Teilgeliefert,2024-01-31,2024-02-02,3,True,2024-02-12,3465.6200000000003,6,2024-01,Sonstiges
2562,2024-01-05,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,76,Stück,101.5,Geliefert,2024-01-14,2024-01-17,9,True,2024-01-23,7714.0,12,2024-01,Sonstiges
2563,2024-05-01,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,148,Stück,11.32,Offen,2024-05-04,2024-05-06,2,True,2024-05-07,1675.3600000000001,5,2024-05,Bremsen
2564,2023-10-30,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,108,Stück,77.75,Offen,2023-11-07,2023-11-07,235,False,,8397.0,8,2023-10,Sonstiges
2565,2024-05-10,Eilbestellung,Selle Italia S.r.l.,SI-KI-NOVUS,Fahrradsattel Novus Boost,94,Stück,13.16,Offen,2024-05-20,2024-05-23,279,False,,1237.04,13,2024-05,Sonstiges
2566,2024-01-02,Eilbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,36,Stück,140.61,Offen,2024-01-06,2024-01-04,64,False,,5061.960000000001,2,2024-01,Sonstiges
2567,2023-05-03,Standardbestellung,SRAM Corporation,SR-FC-NX1,Kurbelgarnitur NX Eagle,152,Stück,36.35,Offen,2023-05-12,2023-05-12,59,False,,5525.2,9,2023-05,Sonstiges
2568,2023-12-29,Eilbestellung,Shimano GmbH,SH-CN-M7100,Kette SLX CN-M7100 12-fach,77,Stück,111.24,Geliefert,2024-01-05,2024-01-04,1,True,2024-01-03,8565.48,6,2023-12,Antrieb
2569,2023-04-10,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,32,Stück,138.76,Offen,2023-04-14,2023-04-15,211,False,,4440.32,5,2023-04,Sonstiges
2570,2023-08-30,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,109,Stück,22.37,Teilgeliefert,2023-09-06,2023-09-08,10,True,2023-09-26,2438.33,9,2023-08,Bremsen
